tax_name	species	genus	family	order	class	phylum	kingdom	superkingdom	ID
Clostridioides	NA	Clostridioides	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes		Bacteria	TRH554
Mogibacterium	NA	Mogibacterium	Eubacteriales Family XIII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes		Bacteria	TRH321
Caldicellulosiruptor	NA	Caldicellulosiruptor	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterales	Clostridia	Firmicutes		Bacteria	TRH443
Thermoanaerobacterium	NA	Thermoanaerobacterium	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterales	Clostridia	Firmicutes		Bacteria	TRH670
Selenomonas	NA	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes		Bacteria	TRH225
Veillonella	NA	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes		Bacteria	TRH64
Anaerococcus	NA	Anaerococcus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes		Bacteria	TRH67
Finegoldia	NA	Finegoldia	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes		Bacteria	TRH242
Parvimonas	NA	Parvimonas	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes		Bacteria	TRH318
Peptoniphilus	NA	Peptoniphilus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes		Bacteria	TRH262
Spiroplasma	NA	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes		Bacteria	TRH466
Mycoplasma	NA	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes		Bacteria	TRH356
Mycoplasmopsis	NA	Mycoplasmopsis	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes		Bacteria	TRH354
Entamoeba	NA	Entamoeba	Entamoebidae	Mastigamoebida		Evosea		Eukaryota	TRH628
Acytostelium	NA	Acytostelium	Acytosteliaceae	Acytosteliales	Eumycetozoa	Evosea		Eukaryota	TRH508
Cavenderia	NA	Cavenderia	Cavenderiaceae	Acytosteliales	Eumycetozoa	Evosea		Eukaryota	TRH592
Dictyostelium	NA	Dictyostelium	Dictyosteliaceae	Dictyosteliales	Eumycetozoa	Evosea		Eukaryota	TRH185
Physarum	NA	Physarum	Physaraceae	Physariida	Eumycetozoa	Evosea		Eukaryota	TRH702
Protostelium	NA	Protostelium	Protosteliaceae	Protosteliida	Variosea	Evosea		Eukaryota	TRH522
Thecamonas	NA	Thecamonas	Apusomonadidae	Apusomonadida				Eukaryota	TRH659
Euglena	NA	Euglena	Euglenaceae	Euglenales	Euglenida	Euglenozoa		Eukaryota	TRH570
Trypanosomatidae	NA	Trypanosomatidae		Trypanosomatida	Kinetoplastea	Euglenozoa		Eukaryota	TRH700
Herpetomonas	NA	Herpetomonas	Trypanosomatidae	Trypanosomatida	Kinetoplastea	Euglenozoa		Eukaryota	TRH627
Crithidia	NA	Crithidia	Trypanosomatidae	Trypanosomatida	Kinetoplastea	Euglenozoa		Eukaryota	TRH102
Endotrypanum	NA	Endotrypanum	Trypanosomatidae	Trypanosomatida	Kinetoplastea	Euglenozoa		Eukaryota	TRH703
Leishmania	NA	Leishmania	Trypanosomatidae	Trypanosomatida	Kinetoplastea	Euglenozoa		Eukaryota	TRH162
Leptomonas	NA	Leptomonas	Trypanosomatidae	Trypanosomatida	Kinetoplastea	Euglenozoa		Eukaryota	TRH101
Lotmaria	NA	Lotmaria	Trypanosomatidae	Trypanosomatida	Kinetoplastea	Euglenozoa		Eukaryota	TRH104
Wallaceina	NA	Wallaceina	Trypanosomatidae	Trypanosomatida	Kinetoplastea	Euglenozoa		Eukaryota	TRH475
Zelonia	NA	Zelonia	Trypanosomatidae	Trypanosomatida	Kinetoplastea	Euglenozoa		Eukaryota	TRH526
Paratrypanosoma	NA	Paratrypanosoma	Trypanosomatidae	Trypanosomatida	Kinetoplastea	Euglenozoa		Eukaryota	TRH722
Angomonas	NA	Angomonas	Trypanosomatidae	Trypanosomatida	Kinetoplastea	Euglenozoa		Eukaryota	TRH614
Strigomonas	NA	Strigomonas	Trypanosomatidae	Trypanosomatida	Kinetoplastea	Euglenozoa		Eukaryota	TRH632
Trypanosoma	NA	Trypanosoma	Trypanosomatidae	Trypanosomatida	Kinetoplastea	Euglenozoa		Eukaryota	TRH472
Wallacemonas	NA	Wallacemonas	Trypanosomatidae	Trypanosomatida	Kinetoplastea	Euglenozoa		Eukaryota	TRH678
Naegleria	NA	Naegleria	Vahlkampfiidae			Heterolobosea		Eukaryota	TRH534
Holomastigotoides	NA	Holomastigotoides	Holomastigotoididae	Spirotrichonymphida		Parabasalia		Eukaryota	TRH724
Cladosporium	NA	Cladosporium	Cladosporiaceae	Cladosporiales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH153
Dothideaceae	NA	Dothideaceae		Dothideales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH324
Hormonema	NA	Hormonema	Dothioraceae	Dothideales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH252
Sydowia	NA	Sydowia	Dothioraceae	Dothideales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH205
Aureobasidium	NA	Aureobasidium	Saccotheciaceae	Dothideales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH127
Zalaria	NA	Zalaria	Zalariaceae	Dothideales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH251
Dissoconium	NA	Dissoconium	Dissoconiaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH540
Uwebraunia	NA	Uwebraunia	Dissoconiaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH250
Cercospora	NA	Cercospora	Mycosphaerellaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH171
Pseudocercospora	NA	Pseudocercospora	Mycosphaerellaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH550
Ramularia	NA	Ramularia	Mycosphaerellaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH478
Sphaerulina	NA	Sphaerulina	Mycosphaerellaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH371
Zasmidium	NA	Zasmidium	Mycosphaerellaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH389
Zymoseptoria	NA	Zymoseptoria	Mycosphaerellaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH191
Acrodontium	NA	Acrodontium	Teratosphaeriaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH320
Baudoinia	NA	Baudoinia	Teratosphaeriaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH394
Neohortaea	NA	Neohortaea	Teratosphaeriaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH537
Stenella	NA	Stenella	Teratosphaeriaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH714
Teratosphaeria	NA	Teratosphaeria	Teratosphaeriaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH131
Mytilinidion	NA	Mytilinidion	Mytilinidiaceae	Mytilinidiales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH385
Pithomyces	NA	Pithomyces	Astrosphaeriellaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH206
Dothidotthia	NA	Dothidotthia	Dothidotthiaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH607
Paraphaeosphaeria	NA	Paraphaeosphaeria	Didymosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH529
Massarinaceae	NA	Massarinaceae		Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH134
Periconia	NA	Periconia	Periconiaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH129
Trematosphaeria	NA	Trematosphaeria	Trematosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH560
Ascochyta	NA	Ascochyta	Didymellaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH52
Boeremia	NA	Boeremia	Didymellaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH695
Calophoma	NA	Calophoma	Didymellaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH687
Didymella	NA	Didymella	Didymellaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH369
Heterophoma	NA	Heterophoma	Didymellaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH690
Macroventuria	NA	Macroventuria	Didymellaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH527
Phoma	NA	Phoma	Didymellaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH193
Leptosphaeria	NA	Leptosphaeria	Leptosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH151
Phaeosphaeriaceae	NA	Phaeosphaeriaceae		Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH665
Parastagonospora	NA	Parastagonospora	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH130
Pleosporaceae	NA	Pleosporaceae		Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH255
Alternaria	NA	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH13
Bipolaris	NA	Bipolaris	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH114
Exserohilum	NA	Exserohilum	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH143
Pyrenophora	NA	Pyrenophora	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH58
Stemphylium	NA	Stemphylium	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH486
Westerdykella	NA	Westerdykella	Sporormiaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH595
Aaosphaeria	NA	Aaosphaeria		Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH141
Cryptocoryneum	NA	Cryptocoryneum		Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH133
Venturia	NA	Venturia	Venturiaceae	Venturiales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH589
Aplosporella	NA	Aplosporella	Aplosporellaceae	Botryosphaeriales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH418
Diplodia	NA	Diplodia	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH334
Lasiodiplodia	NA	Lasiodiplodia	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH350
Phyllosticta	NA	Phyllosticta	Phyllostictaceae	Botryosphaeriales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH322
Patellaria	NA	Patellaria	Patellariaceae	Patellariales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH139
Spissiomyces	NA	Spissiomyces			Dothideomycetes	Ascomycota	Fungi	Eukaryota	TRH140
Bonordeniella	NA	Bonordeniella	Herpotrichiellaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH582
Capronia	NA	Capronia	Herpotrichiellaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH599
Cladophialophora	NA	Cladophialophora	Herpotrichiellaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH617
Exophiala	NA	Exophiala	Herpotrichiellaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH37
Fonsecaea	NA	Fonsecaea	Herpotrichiellaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH552
Phialophora	NA	Phialophora	Herpotrichiellaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH528
Knufia	NA	Knufia	Trichomeriaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH32
Strelitziana	NA	Strelitziana		Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH169
Endocarpon	NA	Endocarpon	Verrucariaceae	Verrucariales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH145
Aspergillaceae	NA	Aspergillaceae		Eurotiales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH655
Aspergillus	NA	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH23
Penicilliopsis	NA	Penicilliopsis	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH609
Penicillium	NA	Penicillium	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH54
Paecilomyces	NA	Paecilomyces	Thermoascaceae	Eurotiales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH30
Rasamsonia	NA	Rasamsonia	Trichocomaceae	Eurotiales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH575
Talaromyces	NA	Talaromyces	Trichocomaceae	Eurotiales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH135
Blastomyces	NA	Blastomyces	Ajellomycetaceae	Onygenales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH368
Trichophyton	NA	Trichophyton	Arthrodermataceae	Onygenales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH253
Ascosphaera	NA	Ascosphaera	Ascosphaeraceae	Onygenales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	TRH673
Cetraria	NA	Cetraria	Parmeliaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	TRH611
Bacidina	NA	Bacidina	Ramalinaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	TRH715
Fissurina	NA	Fissurina	Graphidaceae	Ostropales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	TRH745
Umbilicaria	NA	Umbilicaria	Umbilicariaceae	Umbilicariales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	TRH132
Blumeria	NA	Blumeria	Erysiphaceae	Erysiphales	Leotiomycetes	Ascomycota	Fungi	Eukaryota	TRH170
Erysiphe	NA	Erysiphe	Erysiphaceae	Erysiphales	Leotiomycetes	Ascomycota	Fungi	Eukaryota	TRH290
Golovinomyces	NA	Golovinomyces	Erysiphaceae	Erysiphales	Leotiomycetes	Ascomycota	Fungi	Eukaryota	TRH357
Phyllactinia	NA	Phyllactinia	Erysiphaceae	Erysiphales	Leotiomycetes	Ascomycota	Fungi	Eukaryota	TRH203
Marssonina	NA	Marssonina	Dermateaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi	Eukaryota	TRH605
Phlyctema	NA	Phlyctema	Dermateaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi	Eukaryota	TRH743
Helotiaceae	NA	Helotiaceae		Helotiales	Leotiomycetes	Ascomycota	Fungi	Eukaryota	TRH274
Lachnellula	NA	Lachnellula	Lachnaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi	Eukaryota	TRH725
Venustampulla	NA	Venustampulla	Pleuroascaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi	Eukaryota	TRH351
Botrytis	NA	Botrytis	Sclerotiniaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi	Eukaryota	TRH344
Sclerotinia	NA	Sclerotinia	Sclerotiniaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi	Eukaryota	TRH556
Pseudogymnoascus	NA	Pseudogymnoascus	Pseudeurotiaceae		Leotiomycetes	Ascomycota	Fungi	Eukaryota	TRH348
Colletotrichum	NA	Colletotrichum	Glomerellaceae	Glomerellales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH181
Sodiomyces	NA	Sodiomyces	Plectosphaerellaceae	Glomerellales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH608
Verticillium	NA	Verticillium	Plectosphaerellaceae	Glomerellales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH542
Clonostachys	NA	Clonostachys	Bionectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH370
Geosmithia	NA	Geosmithia	Bionectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH594
Claviceps	NA	Claviceps	Clavicipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH359
Metarhizium	NA	Metarhizium	Clavicipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH731
Beauveria	NA	Beauveria	Cordycipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH377
Cordyceps	NA	Cordyceps	Cordycipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH551
Trichoderma	NA	Trichoderma	Hypocreaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH543
Fusarium	NA	Fusarium	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH116
Purpureocillium	NA	Purpureocillium	Ophiocordycipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH541
Ambrosiella	NA	Ambrosiella	Ceratocystidaceae	Microascales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH756
Berkeleyomyces	NA	Berkeleyomyces	Ceratocystidaceae	Microascales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH764
Ceratocystis	NA	Ceratocystis	Ceratocystidaceae	Microascales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH754
Davidsoniella	NA	Davidsoniella	Ceratocystidaceae	Microascales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH755
Huntiella	NA	Huntiella	Ceratocystidaceae	Microascales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH736
Phialophoropsis	NA	Phialophoropsis	Ceratocystidaceae	Microascales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH761
Graphium	NA	Graphium	Graphiaceae	Microascales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH683
Microascus	NA	Microascus	Microascaceae	Microascales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH691
Scedosporium	NA	Scedosporium	Microascaceae	Microascales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH688
Chrysoporthe	NA	Chrysoporthe	Cryphonectriaceae	Diaporthales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH505
Microascospora	NA	Microascospora	Melanconiellaceae	Diaporthales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH256
Pyricularia	NA	Pyricularia	Pyriculariaceae	Magnaporthales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH183
Ophiostoma	NA	Ophiostoma	Ophiostomataceae	Ophiostomatales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH738
Sporothrix	NA	Sporothrix	Ophiostomataceae	Ophiostomatales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH747
Chaetomium	NA	Chaetomium	Chaetomiaceae	Sordariales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH593
Thermothelomyces	NA	Thermothelomyces	Chaetomiaceae	Sordariales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH416
Thermothielavioides	NA	Thermothielavioides	Chaetomiaceae	Sordariales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH578
Podospora	NA	Podospora	Podosporaceae	Sordariales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH428
Neurospora	NA	Neurospora	Sordariaceae	Sordariales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH530
Sordaria	NA	Sordaria	Sordariaceae	Sordariales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH380
Rhamphoria	NA	Rhamphoria	Rhamphoriaceae		Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH561
Arthrinium	NA	Arthrinium	Apiosporaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH666
Pestalotiopsis	NA	Pestalotiopsis	Sporocadaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH405
Thyridium	NA	Thyridium	Thyridiaceae		Sordariomycetes	Ascomycota	Fungi	Eukaryota	TRH618
Xylona	NA	Xylona	Xylonaceae	Xylonales	Xylonomycetes	Ascomycota	Fungi	Eukaryota	TRH606
Arthrobotrys	NA	Arthrobotrys	Orbiliaceae	Orbiliales	Orbiliomycetes	Ascomycota	Fungi	Eukaryota	TRH615
Plectania	NA	Plectania	Sarcosomataceae	Pezizales	Pezizomycetes	Ascomycota	Fungi	Eukaryota	TRH254
Tuber	NA	Tuber	Tuberaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi	Eukaryota	TRH573
Alatosessilispora	NA	Alatosessilispora				Ascomycota	Fungi	Eukaryota	TRH50
Candida	NA	Candida	Debaryomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH367
Lodderomyces	NA	Lodderomyces	Debaryomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH559
Debaryomyces	NA	Debaryomyces	Debaryomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH74
Hyphopichia	NA	Hyphopichia	Debaryomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH158
Kodamaea	NA	Kodamaea	Debaryomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH79
Meyerozyma	NA	Meyerozyma	Debaryomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH349
Millerozyma	NA	Millerozyma	Debaryomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH76
Priceomyces	NA	Priceomyces	Debaryomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH692
Scheffersomyces	NA	Scheffersomyces	Debaryomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH555
Spathaspora	NA	Spathaspora	Debaryomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH548
Suhomyces	NA	Suhomyces	Debaryomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH539
Yamadazyma	NA	Yamadazyma	Debaryomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH152
Clavispora	NA	Clavispora	Metschnikowiaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH159
Metschnikowia	NA	Metschnikowia	Metschnikowiaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH111
Babjeviella	NA	Babjeviella		Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH604
Saccharomycopsis	NA	Saccharomycopsis	Saccharomycopsidaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH45
Galactomyces	NA	Galactomyces	Dipodascaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH728
Saprochaete	NA	Saprochaete	Dipodascaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH149
Yarrowia	NA	Yarrowia	Dipodascaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH228
Cyberlindnera	NA	Cyberlindnera	Phaffomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH397
Komagataella	NA	Komagataella	Phaffomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH154
Wickerhamomyces	NA	Wickerhamomyces	Phaffomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH192
Brettanomyces	NA	Brettanomyces	Pichiaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH567
Ogataea	NA	Ogataea	Pichiaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH568
Pichia	NA	Pichia	Pichiaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH587
Eremothecium	NA	Eremothecium	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH636
Kazachstania	NA	Kazachstania	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH538
Kluyveromyces	NA	Kluyveromyces	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH147
Lachancea	NA	Lachancea	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH447
Nakaseomyces	NA	Nakaseomyces	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH352
Naumovozyma	NA	Naumovozyma	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH146
Saccharomyces	NA	Saccharomyces	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH365
Tetrapisispora	NA	Tetrapisispora	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH546
Torulaspora	NA	Torulaspora	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH547
Vanderwaltozyma	NA	Vanderwaltozyma	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH446
Zygosaccharomyces	NA	Zygosaccharomyces	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH211
Zygotorulaspora	NA	Zygotorulaspora	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH549
Blastobotrys	NA	Blastobotrys	Trichomonascaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH90
Sugiyamaella	NA	Sugiyamaella	Trichomonascaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH625
Wickerhamiella	NA	Wickerhamiella	Trichomonascaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH679
Ambrosiozyma	NA	Ambrosiozyma		Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH760
Diutina	NA	Diutina		Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH591
Kuraishia	NA	Kuraishia		Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH509
Starmerella	NA	Starmerella		Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	TRH1
